name,country,primary_fuel,commissioning_year
Merom,USA,Coal,1982.5
Merrill,USA,Hydro,1960.6956521739132
Merrimac Solar,USA,Solar,2014.0
Merrimack,USA,Coal,1966.4355358581788
Merwin,USA,Hydro,1946.5514705882356
Mesa CSG 1 Murdock,USA,Solar,2019.0
Mesa CSG 2 Massicotte,USA,Solar,2019.0
Mesa PV1,USA,Solar,2015.0
Mesa Wind Power Corp,USA,Wind,1984.0
Mesalands Comm College Wind Turbine,USA,Wind,2009.0
Mesquite Creek LFGTE Project,USA,Waste,2011.0
Mesquite Creek Wind,USA,Wind,2015.0
Mesquite Generating Station Block 1,USA,Gas,2003.0
Mesquite Generating Station Block 2,USA,Gas,2004.0
Mesquite Lake Energy Park Plant 2,USA,Waste,1987.0
Mesquite Lake Water & Power Plant 1,USA,Waste,2009.0
Mesquite Solar 1,USA,Solar,2012.0
Mesquite Solar 2  LLC,USA,Solar,2017.0
Mesquite Solar 3  LLC,USA,Solar,2017.0
Mesquite Wind Power LLC,USA,Wind,2007.0
Messalonskee 2 (Oakland),USA,Hydro,1924.0
Messalonskee 3,USA,Hydro,1918.0
Messalonskee 5,USA,Hydro,1935.0
Mesteno,USA,Wind,2020.0
Metcalf Energy Center,USA,Gas,2005.0
Methuen Landfill,USA,Solar,2013.0
Metro Gas Recovery,USA,Waste,1990.869565217391
Metro Methane Recovery Facility,USA,Waste,2004.8571428571431
Metro Support Services Center Solar,USA,Solar,2005.0
Metro Wastewater Reclamation District,USA,Biomass,1992.0
Metropolitan Sewerage District,USA,Hydro,1988.0
Mexico,USA,Oil,1978.0
Meyers Falls,USA,Hydro,1937.75
Meyersdale Battery,USA,Storage,2016.0
Meyersdale Windpower  LLC,USA,Wind,2004.0
Miami Dade County Resource Recovery Fac,USA,Waste,1982.0
Miami Dade Solar Energy Center,USA,Solar,2019.0
Miami Fort,USA,Coal,1976.1933434959344
Miami Wind Energy Center,USA,Wind,2014.0
Michael Solar,USA,Solar,2018.0
Michelangelo Wind 1 LLC,USA,Wind,2017.0
Michelangelo Wind 3 LLC,USA,Wind,2017.0
Michelangelo Wind 4 LLC,USA,Wind,2017.0
Michell Butte Power Project,USA,Hydro,1989.0
Michigamme Falls,USA,Hydro,1953.0
Michigan City,USA,Coal,1974.0
Michigan Power LP,USA,Gas,1995.0
Michigan Wind 1,USA,Wind,2009.0
Michigan Wind 2,USA,Wind,2012.0
Mickleton Station,USA,Gas,1974.0
Micro Santa Clara,USA,Gas,2018.0
Mid-Georgia Cogeneration Facility,USA,Gas,1997.670278637771
Mid-Set Cogeneration,USA,Gas,1989.0
Middle Daisy,USA,Solar,2017.0
Middle Falls Hydro,USA,Hydro,1989.0
Middle Fork,USA,Hydro,1966.0
Middle Fork Irrigation District,USA,Hydro,1986.0
Middle Gorge,USA,Hydro,1952.0
Middlebury College,USA,Waste,1993.0
Middlebury Solar,USA,Solar,2012.0
Middlesex 2,USA,Hydro,1928.0
Middlesex Apple Orchard Solar,USA,Solar,2013.0
Middlesex Generating Facility,USA,Waste,1982.3333333333333
Middleton Solar Park,USA,Solar,2018.0
Middletown,USA,Oil,1967.928662258393
Middletown Coke Company  LLC,USA,Gas,2012.0
Middletown Energy Center,USA,Gas,2018.0
Midland Cogeneration Venture,USA,Gas,1989.8229043046708
Midlothian Energy Facility,USA,Gas,2000.3333333333333
Midulla Generating Station,USA,Gas,2003.7279821627649
Midway Peaking LLC,USA,Gas,2009.0
Midway Solar - TX,USA,Solar,2019.0
Midway Solar Farm 1,USA,Solar,2018.0
Midway Solar Farm II,USA,Solar,2017.0
Midway Solar Farm III,USA,Solar,2018.0
Midway Sunset Cogen,USA,Gas,1989.0
Midway Wind  LLC,USA,Wind,2019.0
Midwest Energy Community Solar Array,USA,Solar,2015.0
Miki Basin,USA,Oil,1992.538461538462
Milam Gas Recovery,USA,Gas,1991.6666666666663
Milan,USA,Gas,2017.0
Mile 28 Water Power Project,USA,Hydro,1994.0
Mile Farm,USA,Solar,2014.0
Miles City GT,USA,Gas,1972.0
Milford,USA,Oil,1989.3384615384616
Milford 2,USA,Solar,2016.0
Milford Flat Solar Plant,USA,Solar,2015.0
Milford Hydro Station,USA,Hydro,1957.8717948717956
Milford Power LP,USA,Gas,1993.0
Milford Power Project,USA,Gas,2004.0
Milford Solar Farm,USA,Solar,2013.0
Milford Solar Farm (NJ) LLC,USA,Solar,2019.0
Milford Wind Corridor I LLC,USA,Wind,2009.0
Milford Wind Corridor Stage II LLC,USA,Wind,2011.0
Milhurst Solar,USA,Solar,2016.0
Mill C,USA,Hydro,1969.1333333333328
Mill Creek (KY),USA,Coal,1977.1960167714888
Mill Creek (SC),USA,Gas,2003.0
Mill Creek 3,USA,Hydro,1903.6666666666667
Mill Creek Solar,USA,Solar,2012.0
Mill Creek Solar (OR),USA,Solar,2018.0
Mill Pond Solar  LLC,USA,Solar,2019.0
Mill Pond Solar Farm  LLC,USA,Solar,2017.0
Mill Run Windpower LLC,USA,Wind,2002.0
Mill Seat Renewable Energy Facility,USA,Waste,2007.0
Millbrook School,USA,Solar,2015.0
Millbury Solar,USA,Solar,2014.0
Millcreek Power Generation,USA,Gas,2008.0
Millennium Power,USA,Gas,2001.0
MillerCoors Shenandoah Brewery,USA,Biomass,2012.0
Millers Ferry,USA,Hydro,1970.0
Millersville LFG,USA,Waste,2012.0
Millikan BESS,USA,Storage,2017.0
Millikan Farm,USA,Solar,2015.0
Millington Solar Farm,USA,Solar,2019.0
Mills Anson Farm,USA,Solar,2016.0
Millstone,USA,Nuclear,1981.793148088215
Millville City Sewer Auth WTP,USA,Solar,2013.0
Millville Hydro Station,USA,Hydro,1931.9285714285716
Milner Butte LFGE,USA,Waste,2018.0
Milner Dam Wind Park LLC,USA,Wind,2011.0
Milner Hydro,USA,Hydro,1992.783193277311
Milo Solar,USA,Solar,2016.0
Milo Wind Project LLC,USA,Wind,2016.0
Milstead,USA,Hydro,1994.0
Milton,USA,Hydro,1929.0
Milton Hydro,USA,Hydro,1955.428571428571
Milton R Young,USA,Coal,1974.5490463215256
Minco Wind I  LLC,USA,Wind,2011.0
Minco Wind II  LLC,USA,Wind,2011.0
Minco Wind III  LLC,USA,Wind,2013.0
Minco Wind IV  LLC,USA,Wind,2019.0
Minden Wind Park,USA,Wind,2013.0
Mine Falls Generating Station,USA,Hydro,1986.0
Minetto,USA,Hydro,1915.0
Minidoka,USA,Hydro,1980.2490974729244
Minisink Community Solar 2 LLC,USA,Solar,2018.0
Minisink Solar 1 LLC,USA,Solar,2018.0
Mink Creek Hydro,USA,Hydro,1987.0
MinnDakota Wind LLC,USA,Wind,2008.0
Minneapolis City of,USA,Gas,1971.6153846153848
Minnesota Breeze LLC,USA,Wind,2006.0
Minnesota River,USA,Gas,2001.0
Minnie Solar,USA,Solar,2016.0
Minonk Wind Farm,USA,Wind,2012.0
Minot Wind Project,USA,Wind,2007.4366197183097
Mint Farm Generating Station,USA,Gas,2008.0
Minuteman Energy Storage,USA,Storage,2019.0
Minwind,USA,Wind,2002.0
Minwind 3-9,USA,Wind,2005.0
Mio,USA,Hydro,1916.0
Mira Loma,USA,Solar,2011.0
Mira Loma Energy Storage Facility,USA,Storage,2017.0
Mira Loma Peaker,USA,Gas,2007.0
Miramar Energy Facility,USA,Gas,2007.0
Misenheimer Farm,USA,Solar,2016.0
Mission,USA,Hydro,1931.0
Mission College Blvd. Fuel Cell,USA,Gas,2018.0
Mission Solar LLC,USA,Solar,2015.0
Mississippi Baptist Medical Center,USA,Gas,1991.0
Missouri River Wastewater Treatment,USA,Biomass,1990.3333333333333
Mitchell (WV),USA,Coal,1971.0
Mitchell Dam,USA,Hydro,1980.764705882353
Mitchell Solar  LLC,USA,Solar,2015.0
Moapa Southern Paiute,USA,Solar,2017.0
Moberly,USA,Oil,1978.0
Mobile,USA,Oil,1990.516129032258
Moccasin,USA,Hydro,1969.0
Moccasin Low Head Hydro Project,USA,Hydro,1987.0
Mocksville Farm,USA,Solar,2012.0
Mocksville Solar,USA,Solar,2017.0
Model City Energy Facility,USA,Waste,2001.0000000000005
Model Gas Power Station,USA,Waste,2001.0
Modern Innovative Energy LLC,USA,Waste,2006.0
Modlin Solar Farm,USA,Solar,2016.0
Moffett Solar Project,USA,Solar,2018.0
Mohave Electric Cooperative at Joy Lane,USA,Solar,2016.0
Mohave Electric at Fort Mohave,USA,Solar,2015.0
Mohonasen Central School District,USA,Solar,2019.0
Mojave 16,USA,Wind,1990.0
Mojave 18,USA,Wind,1990.0
Mojave 3,USA,Wind,1991.0
Mojave 4,USA,Wind,1991.0
Mojave 5,USA,Wind,1991.0
Mojave Siphon,USA,Hydro,1996.0
Mojave Solar Project,USA,Solar,2015.0
Moline,USA,Gas,1968.6666666666652
MolsonCoors Irwindale Brewery,USA,Gas,2004.6978417266191
Mon Valley Works,USA,Gas,1945.809523809524
Moncure Farm LLC,USA,Solar,2014.0
Mondelez Global LLC,USA,Gas,1995.0
Mongaup,USA,Hydro,1923.0
Monroe (MI),USA,Coal,1972.7370866356928
Monroe (MO),USA,Oil,1992.6153846153843
Monroe (NE),USA,Hydro,1936.0
Monroe Community College Plant,USA,Gas,2004.0
Monroe County Sites A & B,USA,Solar,2018.0
Monroe County Sites C  D  & E,USA,Solar,2018.0
Monroe Generating Station,USA,Gas,2010.0
Monroe Middle School,USA,Oil,2006.0
Monroe Moore Farm,USA,Solar,2017.0
Monroe Solar Facility,USA,Solar,2017.0
Monroe Street,USA,Hydro,1993.0
Monroeville Solar,USA,Solar,2018.0
Monson Solar,USA,Solar,2014.0
Monson Solar  LLC,USA,Solar,2017.0
Mont Belvieu Cogeneration Unit,USA,Gas,2009.0
MontSun Community Solar,USA,Solar,2018.0
Montague Site 36-Grosolar,USA,Solar,2018.0
Montague Wind Power Facility LLC,USA,Wind,2019.0
Montana Power Station,USA,Gas,2015.5
Montana Solar Facility,USA,Solar,2017.0
Montauk Energy Storage Center,USA,Storage,2019.0
Montclair State University Cogen,USA,Gas,2015.2881355932204
Montefieor Medical Center Moses Division,USA,Gas,2001.5000000000005
Montefiore - Westchester Square,USA,Oil,1983.0
Montefiore Mount Vernon Hospital,USA,Oil,1976.0
Montefiore Nyack Hospital,USA,Oil,2001.0
Montefiore Weiler (Einstein) Hospital,USA,Oil,1995.0
Montefiore-New Rochelle,USA,Oil,1986.5
Monterey Diesel Generation Facility,USA,Oil,2016.000000000001
Monterey One Water,USA,Biomass,1988.0
Monterey Regional Water Pollution Control Agency,USA,Solar,2011.0
Montevideo Solar LLC  CSG,USA,Solar,2019.0
Montezuma,USA,Oil,1978.8061224489795
Montezuma Wind II,USA,Wind,2012.0
Montfort Wind Energy Center,USA,Wind,2002.0
Montgomery County Correctional Facility,USA,Solar,2017.0
Montgomery County Oaks LFGE Plant,USA,Waste,2009.0
Montgomery County Resource Recovery,USA,Waste,1995.0
Montgomery County Solar,USA,Solar,2018.0
Montgomery Creek Hydro,USA,Hydro,1987.0
Montgomery Solar LLC,USA,Solar,2016.0
Montgomery Winsted CSG,USA,Solar,2017.0
Monticello Dam,USA,Hydro,1983.0
Monticello Nuclear Facility,USA,Nuclear,1971.0
Monticello Project CSG,USA,Solar,2018.0
Montpelier,USA,Oil,2000.0
Montpelier Electric Generating Station,USA,Gas,2001.0
Montrose Solar,USA,Solar,2017.0
Montville Station,USA,Oil,1968.382192610539
Monument,USA,Oil,1968.0
Moonlight Packing - Phase 2,USA,Solar,2019.0
Moore Solar Farm,USA,Solar,2014.0
Mooreland,USA,Gas,1970.5081967213116
Moorhead Wind Turbine,USA,Wind,2000.0
Moorings Farm,USA,Solar,2013.0
Moorings Farm 2,USA,Solar,2017.0
Moose Lake,USA,Oil,2004.4901960784316
Moose River,USA,Hydro,1987.0
Mooseheart Power House,USA,Gas,1986.0
Mora,USA,Oil,1972.3260869565213
Mora Drop Hydroelectric Project,USA,Hydro,2006.0
Moraine II Wind LLC,USA,Wind,2009.0
Moraine Wind LLC,USA,Wind,2004.0
Moreau,USA,Oil,1978.0
Morehead Generating Facility,USA,Waste,2019.0
Morelos del Sol,USA,Solar,2015.0
Moretown,USA,Waste,2009.0
Moretown Generating Station,USA,Hydro,1989.0
Morgan Community Solar,USA,Solar,2017.0
Morgan Creek,USA,Gas,1988.0
Morgan Energy Center,USA,Gas,2003.2333333333331
Morgan Falls,USA,Hydro,1903.9999999999995
Morgan Farm  LLC,USA,Solar,2016.0
Morgan Lancaster 1,USA,Solar,2015.0
Morgan's Corner,USA,Solar,2016.0
Morganton  Parker Road,USA,Oil,2002.0
Morganton Station 5,USA,Oil,2006.0
Morgantown,USA,Waste,2016.0
Morgantown Energy Facility,USA,Coal,1991.0
Morgantown Generating Plant,USA,Coal,1970.9315245478035
Morgantown Solar Park,USA,Solar,2011.0
Morin Solar 2013 LLC,USA,Solar,2014.0
Mormon Flat,USA,Hydro,1964.4803149606296
Morning Light Wind Farm,USA,Wind,2012.0
Morning View,USA,Solar,2019.0
Morony,USA,Hydro,1930.0
Morris Cogeneration LLC,USA,Gas,1998.7802352941176
Morrisville,USA,Hydro,1924.0
Morrow Point,USA,Hydro,1971.0
Morton Salt Rittman,USA,Gas,2015.0
Mosaic Co Bartow Facility,USA,Cogeneration,1989.296703296703
Mosaic Co Tampa Facility,USA,Cogeneration,1993.256906077348
Mosaic New Wales Operations,USA,Cogeneration,1991.7232472324724
Mosaic Phosphates Uncle Sam,USA,Cogeneration,1995.692307692308
Mosaic South Pierce Operations,USA,Cogeneration,1989.692307692308
Moselle,USA,Gas,1994.0176297747307
Moser Generating Station,USA,Oil,1970.0
Moshier,USA,Hydro,1929.0
Mosinee Mill,USA,Biomass,1963.3333333333333
Mossyrock,USA,Hydro,1968.0
Mother Ann Lee,USA,Hydro,2007.6666666666667
Motiva Enterprises Port Arthur Refinery,USA,Gas,1996.5614161849708
Mottville,USA,Hydro,1923.0
Moulton Wind Power,USA,Wind,2002.0
Mount Clinton,USA,Oil,2001.5833333333333
Mount Elbert,USA,Hydro,1982.5
Mount Hope East,USA,Solar,2019.0
Mount Joy Wire,USA,Gas,2012.0
Mount Olive Farm,USA,Solar,2015.0
Mount Olive Solar,USA,Solar,2017.0
Mount Saint Mary's,USA,Solar,2012.0
Mount Signal Solar Farm V,USA,Solar,2018.0
Mount Sinai - Brooklyn,USA,Oil,2010.0
Mount Sinai Beth Israel,USA,Oil,1988.0
Mount Sinai Hospital,USA,Oil,1996.122994652406
Mount Sinai South Nassau,USA,Oil,1985.3448275862067
Mount Vernon Solar,USA,Solar,2015.0
Mountain,USA,Oil,1972.0
Mountain Creek,USA,Gas,1963.8121333020413
Mountain Home,USA,Wind,2008.0
Mountain Home Energy Center,USA,Oil,2002.0
Mountain Island,USA,Hydro,1924.0
Mountain Lake,USA,Oil,1981.8804347826087
Mountain View,USA,Waste,2003.0
Mountain View I&2,USA,Wind,2001.0
Mountain View III,USA,Wind,2004.0
Mountain View IV,USA,Wind,2012.0
Mountain View Solar,USA,Solar,2014.0
Mountain Village,USA,Oil,2007.913043478261
Mountain Wind Power II LLC,USA,Wind,2008.0
Mountain Wind Power LLC,USA,Wind,2008.0
Mountaineer,USA,Coal,1980.0
Mountaineer Wind Energy Center,USA,Wind,2003.0
Mountainview Generating Station,USA,Gas,2006.0
Mower County Wind Energy Center,USA,Wind,2007.0
Moxie Freedom Generation Plant,USA,Gas,2018.0
Moyie Springs,USA,Hydro,1957.6410256410256
Mt Ida Hydroelectric,USA,Hydro,1992.0
Mt Olive Farm 2,USA,Solar,2013.0
Mt Olive Solar 1,USA,Solar,2015.0
Mt Pleasant,USA,Oil,2002.0
Mt Poso Cogeneration,USA,Waste,1989.0
Mt Storm,USA,Coal,1968.156166339461
Mt Wachusett Community College,USA,Wind,2011.0
Mt. Home Solar 1  LLC,USA,Solar,2017.0
Mt. Hope DPC Solar,USA,Solar,2017.0
Mt. Tom Solar Project Hybrid,USA,Solar,2017.8157894736844
Mt.Sinai-St.Lukes Roosevelt Hosp. Center,USA,Oil,2007.1818181818185
Mtn. Solar 1,USA,Solar,2019.0
Mtn. Solar 2,USA,Solar,2019.0
Muck Valley Hydroelectric,USA,Hydro,1989.0
Muddy Run,USA,Hydro,1967.25
Mulberry Cogeneration Facility,USA,Gas,1994.0
Mulberry Farm LLC,USA,Solar,2015.0
Multitrade Rabun Gap  LLC,USA,Waste,2010.0
Mulvane 2,USA,Oil,2003.0
Munich Re Plaza,USA,Solar,2012.0
Municipal Cogen Plant,USA,Gas,2015.0
Municipal Light,USA,Oil,1964.111111111111
Municipal Power Plant,USA,Gas,2002.0
Munnsville Wind Farm LLC,USA,Wind,2007.0
Munro Valley Solar,USA,Solar,2016.0
Munster Landfill Gas-to-Energy,USA,Waste,2012.0
Murdock Solar,USA,Solar,2016.0
Murphy Farm Power  LLC,USA,Solar,2011.0
Murphy Flat Solar,USA,Solar,2017.0
Murphy-Brown LLC,USA,Oil,1995.0
Murphys,USA,Hydro,1954.0
Murray,USA,Hydro,1988.0
Murray Hill Solar,USA,Solar,2011.0
Murray Turbine,USA,Gas,2001.3333333333333
Muscatine Plant #1,USA,Coal,1978.335604770017
Muscogee Public Works,USA,Solar,2019.0
Museum of Science and Industry,USA,Gas,2003.0
Musgrave East Solar Farm,USA,Solar,2017.0
Musgrave West Solar Farm,USA,Solar,2017.0
Music City Community Solar,USA,Solar,2018.0
Muskogee,USA,Gas,1980.0
Muskogee Mill,USA,Gas,1980.561403508772
Musselshell Wind Project,USA,Wind,2013.0
Musselshell Wind Project Two LLC,USA,Wind,2013.0
Mustang,USA,Gas,2017.415500538213
Mustang Hills LLC,USA,Wind,2012.0
Mustang Solar,USA,Solar,2018.0
Mustang Station,USA,Gas,1999.331285988484
Mustang Station Unit 4,USA,Gas,2008.6666666666667
Myrtle Beach,USA,Oil,1969.84932735426
Mystic,USA,Hydro,1925.0
Mystic Generating Station,USA,Gas,1995.5244990739184
NA 1(Hagerstown),USA,Storage,2017.0
NAEA Lakewood LLC,USA,Gas,1994.0
NAEA Ocean Peaking Power LLC,USA,Gas,2003.0
NAFTA Region Olefins Complex Cogen Fac,USA,Gas,2001.0
NASA Johnson Space Center CHP,USA,Gas,2018.0
NBC Field's Point Wind Farm,USA,Wind,2012.0
NC 102 Project LLC,USA,Solar,2018.0
NCAH Central Utility Plant,USA,Oil,2005.060402684564
NCSU CCUP Cogeneration Plant,USA,Gas,2019.0
NCSU Cates Cogeneration Plant,USA,Gas,2012.0
NECCO Co-Generation,USA,Gas,2004.0
NEDC Solar Site,USA,Solar,2010.0
NES Rutgers Solar,USA,Solar,2012.0
NFM Solar Power LLC,USA,Solar,2012.0
NGP Blue Mountain I LLC,USA,Geothermal,2009.0
NHA at Mansfield NJ,USA,Solar,2016.0
NHH003 Clarkson Fuel Cell,USA,Gas,2018.0
NHH004 Winthrop Fuel Cell,USA,Gas,2018.0
NIH Cogeneration Facility,USA,Gas,2018.0
NIST Solar,USA,Solar,2019.0
NJ Oak Solar Plant,USA,Solar,2012.0
NJMC Landfill,USA,Solar,2012.0
NLMU Wind,USA,Wind,2011.0
NRG Chalk Point CT,USA,Gas,1990.0
NRG Elbow Creek Energy Storage Project,USA,Storage,2017.0
NRG Energy San Diego,USA,Gas,1986.0
NRG Rockford I,USA,Gas,2000.0
NRG Rockford II Energy Center,USA,Gas,2002.0
NRG Sterlington Power,USA,Gas,2000.4820143884888
NSB Anaktuvuk Pass,USA,Oil,2000.666666666667
NSB Atqasuk Utility,USA,Oil,1997.6875
NSB Kaktovik Utility,USA,Oil,2000.0
NSB Nuiqsut Utility,USA,Oil,2004.181818181818
NSB Point Hope Utility,USA,Oil,2004.9032258064517
NSB Point Lay Utility,USA,Oil,2013.0
NSB Wainwright Utility,USA,Oil,1995.9333333333327
NVSS-II,USA,Solar,2017.0
NWP Indian Mesa Wind Farm,USA,Wind,2001.0
NY - CSG - Ellsworth II,USA,Solar,2019.0
NY - Presbyt. Hospital - 525 E 68TH St,USA,Oil,2009.8995633187783
NY Times Daily Production Facility,USA,Oil,2006.0
NYC-HH - CONEY ISLAND HOSPITAL,USA,Oil,2000.821428571429
NYC-HH-New Bellevue Hospital,USA,Oil,2006.95
NYP-Hudson Valley Hospital Center,USA,Oil,2012.4827586206895
NYP-Lower Manhattan Hospital,USA,Oil,1992.0
NYPH - Lawrence,USA,Oil,2010.0
NYPH-Queens,USA,Oil,2006.0
NYU LANGONE HEALTH,USA,Oil,2013.0679245283025
NYU Langone - Orthopedic,USA,Oil,2010.0
NYU Luthern Medical Center,USA,Oil,2001.8260869565215
Nacimiento Hydro Project,USA,Hydro,1987.0
Nacogdoches Power,USA,Waste,2012.0
Nacoochee,USA,Hydro,1926.5
Naknek,USA,Oil,2004.454545454545
Nalco,USA,Gas,1985.0
Nantahala,USA,Hydro,1942.0
Nanticoke LFG,USA,Waste,2006.0
Nantucket Hybrid,USA,Oil,2019.0000000000005
Napoleon Biogas,USA,Biomass,2014.0
Napoleon Peaking,USA,Oil,1999.0
Napoleon Peaking Station,USA,Gas,2000.0
Napoleon Solar I,USA,Solar,2012.0
Narrows (AR),USA,Hydro,1956.3333333333333
Narrows (NC),USA,Hydro,1919.2352941176468
Narrows 2,USA,Hydro,1970.0
Narrows Gas Turbines Generating,USA,Gas,1972.0
Narrows PH,USA,Hydro,1943.0
Nash 58 Farm,USA,Solar,2013.0
Nash 64 Farm,USA,Solar,2014.0
Nash 97 Solar  LLC,USA,Solar,2016.0
Nashua Plant,USA,Waste,2009.3333333333333
Nashville Farms  LLC,USA,Solar,2016.0
Nassau Energy Corp,USA,Gas,1991.0
Natick Mall,USA,Solar,2018.0
National Raisin,USA,Solar,2015.0
Nationals,USA,Solar,2019.0
NaturEner Glacier Wind Energy 1,USA,Wind,2008.0
NaturEner Glacier Wind Energy 2,USA,Wind,2009.0
NaturEner Rim Rock Energy,USA,Wind,2013.0
Naughton,USA,Coal,1968.2307692307693
Nautilus Goat Island Solar CSG LLC,USA,Solar,2019.0
Nautilus Lindstrom Solar CSG,USA,Solar,2019.0
Nautilus Saint Cloud Solar CSG,USA,Solar,2019.0
Nautilus Winsted Solar CSG,USA,Solar,2019.0
Navajo Dam,USA,Hydro,1989.0
Navajo Solar Power Generation Station 1 LLC,USA,Solar,2014.0
Naval Air Weapons Station China Lake,USA,Solar,2012.0
Naval Hospital Medical Center,USA,Gas,2004.0
Naval Submarine Base Kings Bay,USA,Oil,1987.8333333333333
Navy Yard Peaker Station,USA,Gas,2018.25
Neal Hot Springs Geothermal Project,USA,Geothermal,2012.3333333333333
Neal Shoals,USA,Hydro,1905.0
Nearman Creek,USA,Coal,1987.619718309859
Nebo Power Station,USA,Gas,2004.0
Nebraska City,USA,Coal,1994.9326424870471
Nebraska City # 1,USA,Gas,1968.9616858237548
Nebraska City # 2,USA,Gas,1998.0
Nebraska Valley Solar Farm,USA,Solar,2016.0
NedPower Mount Storm,USA,Wind,2008.378787878788
Neenah Paper Munising Mill,USA,Coal,1930.0
Neil Simpson Gas Turbine #2,USA,Gas,2001.0
Neil Simpson II,USA,Coal,1996.5384615384612
Neisler Street Solar,USA,Solar,2015.0
Nellis Air Force Base Solar Array,USA,Solar,2007.2785714285712
Nellis Solar PV II,USA,Solar,2015.0
Nelson Creek,USA,Hydro,1989.0
Nelson Energy Center,USA,Gas,2015.0
Nelson Gardens Landfill Gas to Energy,USA,Waste,2014.0
Neptune Gas Processing Plant,USA,Other,2004.0
Nesvold Watertown Solar,USA,Solar,2018.0
Neuse River Solar Farm,USA,Solar,2012.0
Nevada,USA,Oil,1974.0
Nevada Cogen Assoc#1 GarnetVly,USA,Gas,1992.0
Nevada Cogen Associates 2 Black Mountain,USA,Gas,1992.7694704049843
Nevada Solar One,USA,Solar,2007.0
Neversink,USA,Hydro,1954.0
New Auburn DPC Solar,USA,Solar,2018.0
New Badger,USA,Hydro,2014.0
New Bedford (MA) Plymouth,USA,Solar,2014.0
New Bern,USA,Waste,2008.3333333333344
New Bern Farm,USA,Solar,2014.0
New Castle Plant,USA,Gas,1958.8419864559824
New Castle Solar RES,USA,Solar,2016.0
New Covert Generating Facility,USA,Gas,2004.0
New Creek Wind,USA,Wind,2017.0
New England Wind LLC,USA,Wind,2013.0
New Frontier Wind,USA,Wind,2019.0
New Germany Community Solar Garden,USA,Solar,2018.0
New Hampton,USA,Gas,1982.607547169811
New Harvest Wind Project LLC,USA,Wind,2012.0
New Haven Harbor,USA,Gas,1985.468433359314
New Haven Solar RES,USA,Solar,2016.0
New Hogan Power Plant,USA,Hydro,1989.0
New Knoxville,USA,Oil,2000.0
New Lahontan,USA,Hydro,1989.0
New Lisbon,USA,Oil,1990.7951807228912
New Lisbon Solar,USA,Solar,2019.0
New Madrid,USA,Coal,1974.5
New Martinsville Hannibal Hydro,USA,Hydro,1988.0
New Melones,USA,Hydro,1979.0
New Mexico State University,USA,Gas,1997.0
New Mexico Wind Energy Center,USA,Wind,2003.0
New Milford Gas Recovery,USA,Waste,2008.0
New Munich Solar,USA,Solar,2019.0
New Orleans Solar Power Plant,USA,Solar,2016.0
New Prague,USA,Gas,1972.8284023668643
New River,USA,Waste,2013.0
New River Clean Energy,USA,Waste,2017.0
New Road Solar  LLC,USA,Solar,2018.0
New Roads,USA,Gas,1960.5957446808509
New Stuyahok,USA,Oil,2008.2142857142856
New Ulm,USA,Oil,1982.503184713376
New York Methodist Hospital,USA,Oil,2006.454545454546
New York Presbyterian Hospital-168th St,USA,Oil,2003.0252100840332
New York State Dam Hydro,USA,Hydro,1990.0
New York University Central Plant,USA,Gas,1999.6315789473683
New-Indy Ontario Mill,USA,Gas,2019.0
Newark America Mill,USA,Gas,2007.0
Newark Bay Cogeneration Partnership LP,USA,Gas,1993.0
Newark Energy Center,USA,Gas,2015.0
Newberry,USA,Oil,1975.2727272727277
Newberry Solar 1 LLC,USA,Solar,2014.0
Newcastle,USA,Hydro,1987.0
Newfield Community Solar LLC,USA,Solar,2019.0
Newfound Hydroelectric,USA,Hydro,1984.0
Newgulf Cogen,USA,Gas,1984.0
Newhalem,USA,Hydro,1970.0
Newhalen,USA,Oil,2005.411764705883
Newington,USA,Gas,1974.0
Newman,USA,Gas,1983.3975056689344
Newman (PA),USA,Gas,1964.0
Newman Solar,USA,Solar,2015.0
Newport,USA,Hydro,1941.1
Newport Hydro,USA,Hydro,1988.0
Newport Hydro Station,USA,Hydro,1923.0
Newton,USA,Coal,1977.0
Newton Grove,USA,Solar,2015.0
Nexamp Peak CSG,USA,Solar,2016.0
Next Generation Solar Farm,USA,Solar,2018.0
NextEra Westside PV,USA,Solar,2017.0
NextEra-Blackwell Wind  LLC,USA,Wind,2013.0
Nextsun Energy Littleton,USA,Solar,2013.0
Niagara,USA,Hydro,1954.0
Niagara Bottling Stockton,USA,Solar,2018.0
Niangua,USA,Hydro,1930.0
Nichols,USA,Gas,1964.649673477986
Nick Solar,USA,Solar,2014.0
Nickajack,USA,Hydro,1968.0
Nickel 1 Solar Facility,USA,Solar,2012.0
Nickelson Solar  LLC,USA,Solar,2019.0
Nicolis Solar PV Plant,USA,Solar,2016.0
Nikiski Combined Cycle,USA,Gas,1999.3663366336632
Niland Gas Turbine Plant,USA,Gas,2008.0
Niles Power Plant,USA,Oil,1972.0
Nimbus,USA,Hydro,1955.0
Nine Canyon,USA,Wind,2002.0
Nine Mile,USA,Hydro,1954.212765957447
Nine Mile Point,USA,Gas,1983.447514038612
Nine Mile Point Nuclear Station,USA,Nuclear,1981.260901583294
Nine Springs,USA,Gas,1965.0
Ninnescah Wind Energy  LLC,USA,Wind,2017.0
Ninth Street Hydropower Project,USA,Hydro,1990.0
Nippon Dynawave Packaging Longview WA,USA,Waste,1963.8205128205127
Nitro Solar,USA,Solar,2015.0
